nameseq,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,class
KM027255,1.972318606291101,3.925709082872225,5.8738643559956865,7.814958310493572,9.738264107786787,11.598207530401533,13.209474676547297,14.239707621980006,14.673901004194464,14.812367157279889,14.851681870844569,14.864047289188914,0
KM027256,1.972330672841574,3.9257352163475696,5.8738984859912895,7.81498955906345,9.738268104007464,11.598139979157082,13.209536859365521,14.239947457230608,14.674021631225019,14.81238391997534,14.85163307852566,14.863998910297255,0
KM027257,1.9722250218767157,3.9255239599725913,5.873528762364924,7.814438043179813,9.737521997590118,11.59679686527734,13.206998024474752,14.235120287966016,14.667538919056327,14.80501627543456,14.844119333779723,14.856679370733216,0
KM027258,1.9724097640705365,3.9258883819849317,5.87410075474519,7.815268140542067,9.73852787283704,11.59820109888393,13.208136116508047,14.236497294284884,14.669381743154373,14.807113421646626,14.846304798205352,14.858715861711936,0
KM027259,1.9723198978655407,3.9257288531470698,5.873904159393118,7.81500134992376,9.738246088673367,11.598133264763405,13.209536859365521,14.239950795984583,14.674222233030436,14.812517658983664,14.851699950265663,14.863998910297255,0
KM027260,1.9724104043850144,3.925905441604843,5.874124492774646,7.815233387471852,9.738548608244617,11.598352339862,13.209626404079179,14.239112369453776,14.67278489020273,14.810878072351766,14.84996223486048,14.862228772355028,0
KM027261,1.9723636012819803,3.9258196507059933,5.874006040730486,7.815141444483776,9.738425498315227,11.597997475474846,13.207944541634893,14.236380299203411,14.669260618343984,14.806979193458705,14.846304798205352,14.858715861711936,0
KM027262,1.9723878199369609,3.9259825295787607,5.8744317088008415,7.815796341332464,9.73923289144276,11.599168915470006,13.210468641364164,14.237808269219894,14.671470725940905,14.811136453812676,14.850635006246508,14.862959423809187,0
KM015348,1.9724824990540213,3.9258818946611536,5.8741226996412506,7.8151335106394875,9.738337224363157,11.59828093970509,13.210117569074235,14.241014828530915,14.676704125283287,14.81694397090014,14.856738441382149,14.869652565673025,0
KJ829365,1.9722745274705733,3.9255913588749647,5.873725542341843,7.814774005142331,9.738330590998645,11.599241783506892,13.212799954555138,14.246690627878307,14.68227532303738,14.821290903633466,14.860882156612526,14.873367744880284,0
KF958702,1.9722228423631116,3.9254151291640844,5.873256429146098,7.814006925719122,9.737064255335008,11.596715626980789,13.207306214400198,14.2356042288446,14.669545822005254,14.808419773278427,14.84755596526403,14.860217630464213,0
KJ556336,1.9723289346426989,3.9255723050988416,5.873451012835176,7.814145875109393,9.737103150816386,11.59703446781586,13.208589012231286,14.239096834365077,14.672071230864315,14.811011064662102,14.850007342776365,14.862468097184017,0
KJ156866,1.9724615226283049,3.926124859359289,5.8746393466357825,7.816002724769764,9.739482125250092,11.599840219634116,13.210972929998169,14.241953362081516,14.677943422778222,14.817501750571518,14.857454906986165,14.870230735201435,0
KJ156881,1.9723055122329092,3.925633696848825,5.873737820601269,7.81472762851035,9.738016167907633,11.598373651264948,13.210937534721287,14.243211275012035,14.678704522424207,14.818375575453956,14.8575449441159,14.87014576747466,0
KJ156944,1.972226516408852,3.9255073028868965,5.873620726078446,7.814661200270451,9.738003003661234,11.598406612647665,13.211398771047358,14.243770810055713,14.679345555636466,14.818724714274286,14.857836336610566,14.87014576747466,0
KJ156949,1.972175411292033,3.925289153944314,5.873209025125113,7.814007505307172,9.737129711960268,11.59759171678573,13.210564834403632,14.24370069638603,14.679095621366676,14.818724714274286,14.857769769794118,14.87014576747466,0
KJ156952,1.972472804843854,3.926027061000916,5.87442110892292,7.8155903021653135,9.738947009438718,11.599506540997243,13.212721733013895,14.244751961144447,14.679458092784342,14.81867482803858,14.857588045050333,14.870097592705676,0
KF961222,1.9723373537362607,3.925710021245509,5.873980282398263,7.815068925083518,9.73859134946899,11.599344437582685,13.214086247365875,14.24510560636682,14.68029459372408,14.819763464032974,14.859142149923418,14.871837889180815,0
KF745068,1.972487436098724,3.926092683786987,5.874471600668174,7.815638821301799,9.738767993011797,11.598523802170227,13.20862440404052,14.237539697347405,14.672662185368015,14.811613151105158,14.850946030103808,14.863335300409664,0
KF600612,1.9724989047805657,3.926204312628609,5.874766278126242,7.816155392207707,9.740015641326037,11.60096194313451,13.213740598147249,14.245220265535359,14.679965005764025,14.8182050743214,14.857692560761304,14.870705642273025,0
KF600627,1.9724588065324944,3.926061700811127,5.874454600116994,7.815675539439511,9.739088284158676,11.59949443789852,13.210948274144707,14.242516120383785,14.678852320672107,14.818599708153586,14.858523631293531,14.871290111250966,0
KF600628,1.9724107963923705,3.9258987455604992,5.874293015733023,7.815534476704617,9.739264287434878,11.599978798891486,13.214675496967974,14.245950896123805,14.6807684587888,14.820726921497512,14.86014851573606,14.872703744575519,0
KF600630,1.9725259192033509,3.9260088176547594,5.874211737180167,7.815297947723923,9.73873363887634,11.599400058855414,13.212187499439883,14.244382706130295,14.680604382150069,14.819805329006364,14.8592156753897,14.871821920308015,0
KF600632,1.9724477606419981,3.926047606283311,5.874451477175188,7.815681128753077,9.739184205658232,11.599583480404492,13.211450210280981,14.24365220477988,14.680197757422025,14.819995907198484,14.860010278069794,14.872829634544475,0
KF600634,1.9724306591673455,3.926030590805132,5.874486627907005,7.8157831669790205,9.739252083884177,11.599498965412774,13.211246365916274,14.242362353951462,14.678434478397515,14.818017562774733,14.85789220805109,14.87066421033845,0
KF600647,1.9725026523766616,3.926192977157691,5.87466385063797,7.8159488327817845,9.739509829805042,11.600111546102314,13.21223783267116,14.243880903324955,14.680246948186241,14.819959117964068,14.860084074029169,14.873008237674858,0
KF600651,1.9724618209691018,3.9261201230524736,5.874573554892981,7.8158531279162835,9.739388405316758,11.59970413000381,13.212048854050725,14.243628292584177,14.680125829451196,14.819912834181375,14.859864739658313,14.872685373997392,0
KF600652,1.9725257457190544,3.9261262016440224,5.874471373342276,7.815592676598962,9.739083153426147,11.59976022351663,13.212335587406633,14.243435950309602,14.679012592603682,14.818740894862387,14.858548936017424,14.871512387754086,0
KF186564,1.9724894279611809,3.9261330958504974,5.874534600510817,7.815763740456943,9.739179255726693,11.599530806441262,13.210915362912356,14.242503702789593,14.678966863029993,14.818782620589829,14.85876641281099,14.87153077007515,0
KF186565,1.9724408439366883,3.9260485958334215,5.8744832179415285,7.81571325583714,9.739111020182568,11.599496430174089,13.210567960386374,14.24174149164084,14.678175960433775,14.818050847719768,14.858025483339276,14.870886583386287,0
KF186567,1.9724578997575288,3.926087893520714,5.874504436820812,7.815740287702226,9.739271786924853,11.599787942858416,13.212087423828807,14.244032341873147,14.680621607415247,14.820444395449519,14.860446805258345,14.873262329634214,0
KF192507,1.972507999521896,3.9260624965399935,5.8744187700004735,7.815630942991211,9.739320912181023,11.600154897294605,13.213926983580635,14.246030171130664,14.681021658953455,14.8201583501256,14.859375562598169,14.87215414323308,0
KC667074,1.9723650678182856,3.9258957344502874,5.874193655091513,7.81539234785794,9.739183521935,11.600270674130865,13.21529796441038,14.248106077266259,14.682450128808393,14.82114167727488,14.860602951072623,14.873221288421409,0
MK062179.1,1.9747330741835056,3.9187683733707117,5.853547684220378,7.7806709403086,9.689836449810995,11.534681040798716,13.141104488244405,14.18610623609335,14.645497889243579,14.795084425946131,14.839902401422806,14.853046072537776,0
MK062180.1,1.9747292879403844,3.918850765210105,5.853775810913283,7.781064474360534,9.69052033705096,11.535522748467288,13.142609964691166,14.18724265727475,14.646516249972624,14.795622820185306,14.840238909145665,14.853247983965964,0
MK062181.1,1.9748339248892384,3.919346941222977,5.8544112960175765,7.781697328199196,9.691025854204405,11.535955744795036,13.14155232678091,14.186066385923596,14.645026810135937,14.794680630266745,14.839835099878238,14.853046072537776,0
MK062182.1,1.9748299874483688,3.919429639342256,5.8546446641863845,7.7820945528926275,9.691710340694186,11.536797452463608,13.143057803227672,14.187202807104995,14.64604517086498,14.795219024505926,14.840171607601096,14.853247983965964,0
MK062183.1,1.974949579885002,3.9195913237562188,5.8544785652913465,7.781531190364971,9.69040603472048,11.53587994827616,13.142885458802862,14.188300618430535,14.648493056975935,14.798407640088449,14.843866631457884,14.857531834254178,0
MK062184.1,1.9749456410237896,3.9196716105180016,5.85470188059891,7.781914892112237,9.691087543206482,11.536708294880404,13.144399938864124,14.189498409889705,14.649506405348893,14.7989433842706,14.84420148278389,14.857732751777535,0
GU553363.1,1.9746325571903096,3.91826960866543,5.852699982325298,7.779468503270864,9.688122586623312,11.531916166070015,13.13781079155352,14.18157964920526,14.641835106176796,14.79120774605449,14.835746314436419,14.848791811350631,0
GU553364.1,1.9746325571903096,3.91826960866543,5.852699982325298,7.779468503270864,9.688122586623312,11.531916166070015,13.13781079155352,14.18157964920526,14.641835106176796,14.79120774605449,14.835746314436419,14.848791811350631,0
NC_004718.3,1.9745069489027969,3.9180858309352073,5.852403966451888,7.779115564334861,9.687770550037444,11.532268308901012,13.13821329430638,14.183213502643163,14.64454859225452,14.794691895082767,14.839491993320744,14.85259801243073,0
AY274119.3,1.9745069489027969,3.9180858309352073,5.852403966451888,7.779115564334861,9.687770550037444,11.532268308901012,13.13821329430638,14.183213502643163,14.64454859225452,14.794691895082767,14.839491993320744,14.85259801243073,0
DQ640652.1,1.974665260181148,3.91841678396224,5.8528944616770895,7.77971497485363,9.688551617895568,11.533632300764944,13.13993821914361,14.185122243886525,14.645216873860145,14.794904021109962,14.840004229167302,14.853164861358552,0
NC_045512.2,1.957024260612652,3.8822611725957943,5.800473076486875,7.708756496989433,9.599164616562692,11.42709583571749,13.026802786258614,14.112383355701525,14.616276946560047,14.79008891467286,14.843456705816806,14.857875179654766,1
MT483553.1,1.9572184967564852,3.882642765372852,5.801054890313956,7.7092592368914294,9.599339906608641,11.426331998331113,13.026068326423912,14.111398909035161,14.614820918178186,14.788803876336152,14.842020724262696,14.856155677915886,1
MT483554.1,1.9571166013225167,3.8824807504167222,5.8008918100582605,7.709139767584575,9.5991716196138,11.426242236283256,13.026289933098935,14.111635246948236,14.614770240982821,14.788938145075033,14.84208786088572,14.856155677915886,1
MT483555.1,1.957249357422619,3.882640576187181,5.801001822015522,7.709131265745316,9.59891260606596,11.425484038811613,13.025293806905234,14.110058702679064,14.612807663445027,14.786747810311956,14.839974351758384,14.854062503836506,1
MT483556.1,1.9570927273281544,3.882447116790517,5.800843864842888,7.709065342108077,9.599106950955859,11.42627196557271,13.026259031365653,14.111395417222203,14.61445991900048,14.78873674196671,14.84208786088572,14.856155677915886,1
MT483557.1,1.9571983682636769,3.8825580348586497,5.800903209841831,7.709011274016008,9.598771282831098,11.42525884998367,13.024965895873098,14.10965534133452,14.612673205143906,14.786613347490928,14.839772650746518,14.853928031974744,1
MT477835.1,1.9572379773263824,3.882645358139791,5.801047937375326,7.709274253412062,9.599358218137084,11.42639261668119,13.026548571189485,14.11285971374773,14.616934593436966,14.790986431116329,14.844340471030149,14.858585788725787,1
MT477836.1,1.9572691766185533,3.8825902369040177,5.800852420771314,7.708912709507649,9.598742122427474,11.425456251850749,13.025659166192375,14.11148361167098,14.61526923968014,14.789433033158625,14.84269019817548,14.856885141046273,1
MT477838.1,1.957269286307055,3.8829545098620986,5.801586100942751,7.710127352317326,9.600559860497434,11.428075826643052,13.02878669189662,14.114452815218248,14.618200857937277,14.791755498568001,14.844995812515974,14.859168406735721,1
MT477839.1,1.957201888470768,3.882565079423775,5.800940232091816,7.709200062847621,9.599297911026275,11.426447998604901,13.026963219050634,14.11338836528958,14.617603985712307,14.791647026153026,14.844977833208086,14.859216947616193,1
MT477841.1,1.9572970442336397,3.8830100358176742,5.801661078456374,7.710184314523983,9.60062520303686,11.428071936526873,13.028544323236355,14.114126359834636,14.617758263868089,14.791298227644267,14.844554596990413,14.858731465274946,1
MT477842.1,1.956906016209564,3.8819114365650185,5.800042158992905,7.7081413294725944,9.598226993942452,11.425996207903907,13.02574664644701,14.111107547520009,14.615160550825912,14.78946523085587,14.842979354352954,14.857535047178446,1
MT477843.1,1.957308593524096,3.8830029146453446,5.801643618503843,7.710157301478675,9.600614514879071,11.428150903478654,13.028891490678602,14.114420351842153,14.617984768609036,14.791501477004635,14.844750709426153,14.858925677817176,1
MT477844.1,1.9571960226722176,3.882577022050478,5.801009720029733,7.709322791997946,9.5994438850159,11.426798387123569,13.027598142265903,14.113523930631311,14.617596704536409,14.791469319401267,14.844763772933161,14.859004316144713,1
MT477845.1,1.957156150635465,3.8824342247305315,5.800672641039406,7.708792812743077,9.598683988243307,11.425431667868455,13.025839175300279,14.112369085721955,14.616479808864243,14.791083257448859,14.8446404299828,14.858974226865511,1
MT477846.1,1.9572197309978012,3.882589315491794,5.800971126110665,7.709213509382,9.599312540612349,11.426479247727848,13.026985203669605,14.113400588252668,14.617490715517206,14.79154541577533,14.844879795800974,14.859119864223384,1
MT477847.1,1.957195576372064,3.882613356558621,5.801088500522076,7.709426526498668,9.59955737996996,11.427248414783437,13.028305927020815,14.114218885952909,14.617758695284738,14.791704697816806,14.84494679523148,14.859119864223384,1
MT477849.1,1.9572249080114208,3.8825823622877897,5.8009815544637755,7.709249119308042,9.599361490917516,11.42647281885333,13.026917474295919,14.113215187069919,14.617331152909875,14.791342173617403,14.844683701016596,14.858925677817176,1
MT477850.1,1.9572177514383269,3.8826185131757285,5.8010532641513715,7.709345399436005,9.599492808594132,11.426542037911648,13.026846400127056,14.112832798097386,14.616960496152206,14.791191975077515,14.844665721040895,14.858974226865511,1
MT477851.1,1.9571784645516817,3.8826100202544414,5.801076385280122,7.709377353731287,9.599456334224836,11.427061997502761,13.027951747381476,14.113866996225031,14.617403961778221,14.79121501687185,14.844536612445507,14.858780020875932,1
MT477852.1,1.9571780868653232,3.882526175374292,5.800901479740187,7.70913584581681,9.599147428048877,11.426161299773163,13.02705370092469,14.113681602411166,14.617964223109801,14.791806297523769,14.845044828149968,14.859216947616193,1
MT477853.1,1.9572245573306124,3.882627211422464,5.801073444315574,7.709337621946267,9.599477463658062,11.426789925563874,13.027656393143046,14.113626928914325,14.617532164669065,14.791635489333775,14.844817717835708,14.858992688471869,1
MT477854.1,1.9571536804946152,3.8824846354498113,5.8008587881640485,7.709061797458099,9.599037594904477,11.4261794096985,13.02673804852348,14.112608785247057,14.616965956037845,14.79126361188007,14.844523552643958,14.858701373342962,1
MT477855.1,1.9571506318787697,3.8824918860729114,5.800898393297312,7.709128591030363,9.599142249121869,11.426368635378633,13.027173940013634,14.11318320655259,14.617331152909875,14.791568483169208,14.844817717835708,14.858992688471869,1
MT477856.1,1.9571316173751208,3.882537599538681,5.800979876435118,7.709252552067598,9.599345583289033,11.427073895485382,13.028252450255431,14.113934673891412,14.617434077142185,14.791318898142489,14.844830774608202,14.859071320064444,1
MT477857.1,1.9571920410479169,3.8826322358056164,5.801125119352016,7.709494138898842,9.59964896304583,11.42731599157315,13.028355424597178,14.114260592675553,14.617825690226619,14.791704697816806,14.84494679523148,14.859119864223384,1
MT477858.1,1.9571311695802496,3.882514394470948,5.800976358872619,7.709214111828924,9.599281249869305,11.42700008428539,13.028156943552615,14.113627600405431,14.61709420125762,14.791013978171904,14.844536612445507,14.858780020875932,1
MT477860.1,1.9571474770406103,3.882513090696281,5.800960820527235,7.709218413022407,9.599328433924821,11.427054891709675,13.028199823009825,14.11370111922918,14.617150852677154,14.791064802624115,14.844585643643697,14.858828574816975,1
MT477861.1,1.957121733156534,3.882463727141229,5.800884013126353,7.709171647438557,9.599291080828444,11.426655840242546,13.027725332205035,14.114085950364286,14.617953632783502,14.791854893586533,14.84509878130837,14.8592053279039,1
MT477862.1,1.957101623766322,3.882474176517213,5.800889384378612,7.7091405670546065,9.599220566861758,11.42656332051684,13.027456582474462,14.113925697364975,14.618159850554926,14.79236496828383,14.845583890114169,14.859750789566965,1
MT477885.1,1.9569082009999643,3.882091972697587,5.8002893108106175,7.708573575893387,9.598934236202512,11.426677984483973,13.026252641434596,14.111588259567466,14.615601802663535,14.789411342105913,14.842857116441559,14.857214701040464,1
MT477903.1,1.9568846250460927,3.8818464899336806,5.799853086616628,7.707892095857567,9.597976329975744,11.425506229648786,13.025521033832467,14.111175060882015,14.615277195043946,14.789571098990352,14.8429837983056,14.857340649763765,1
MT477904.1,1.9569419771759995,3.8820342521114335,5.800202852003344,7.708355345163169,9.598405910325894,11.426079667622535,13.025993213339872,14.111435206022074,14.615360524751999,14.789596360426692,14.8429837983056,14.857340649763765,1
MT481927.1,1.9568858147945,3.8818974928755217,5.799995392495894,7.708124051770049,9.59826557730473,11.426101695596945,13.026059955588384,14.1115020796942,14.615643997085321,14.789917602505625,14.843296111541338,14.8576505634272,1
MT481929.1,1.9571124914764009,3.8824553590142,5.80084041696116,7.709091381481379,9.599101878995707,11.4262529279339,13.026994731352923,14.113230424724385,14.61737743660371,14.791536089314857,14.844915759576251,14.859089780442215,1
MT481932.1,1.9571038866826715,3.8823819724916273,5.800718582737669,7.708910168186303,9.598935645768806,11.425971861701012,13.026440627858575,14.112679981054285,14.616810381322415,14.79102351861376,14.844167232714716,14.858215717346685,1
MT481933.1,1.9570899068833425,3.8823627443563113,5.80068714960874,7.708914729836074,9.598964737996992,11.42620552352196,13.02713933433193,14.11360006643199,14.617979138957793,14.792192046954115,14.845294820201168,14.859332481820081,1
MT481934.1,1.957107763635024,3.8823768306349034,5.800688314507138,7.708899686034381,9.598928352395292,11.426175423307537,13.027161326772044,14.113612299930027,14.617865894448284,14.792090473277405,14.845196804074329,14.859235406166224,1
MT481936.1,1.9570538619252709,3.8823099831279753,5.800523034897502,7.708852925999168,9.59926128713691,11.427148948209007,13.026894168024066,14.112495802158106,14.616333000467774,14.78988013954689,14.842934714407074,14.857292046320666,1
MT481992.1,1.957044682967271,3.882279483816598,5.800478003991072,7.708737999182768,9.59910349603281,11.426993656249168,13.02643745099082,14.111965566532545,14.61607624410144,14.79008891467286,14.843456705816806,14.857875179654766,1
MT482111.1,1.9571451956955637,3.8825693019060847,5.8010045060034585,7.7093435051967845,9.599612294193983,11.426907434403795,13.027802176016074,14.114351657643008,14.618034242858414,14.791720894725511,14.84493948859473,14.859138323984167,1
MT482116.1,1.9568902083462327,3.8819871918684576,5.800141741274543,7.708272290606195,9.598440229706581,11.4262757625494,13.026478123069706,14.112244240385687,14.616245531448309,14.790038061618421,14.843340730491445,14.857826594216723,1
MT482118.1,1.9568738332209967,3.8819384942718322,5.800059049347656,7.708172369072687,9.598291490483678,11.426085364506715,13.026258291215775,14.111849347095655,14.61598814698669,14.790280090737596,14.84355929789372,14.857844919158065,1
MT482122.1,1.9571982427355412,3.882577736903341,5.800965116444598,7.709221253496582,9.599402493585552,11.426453576082555,13.026241847161383,14.111776734350455,14.615049624395175,14.789093041605964,14.842297386006644,14.856496139942033,1
MT482128.1,1.9571422874962603,3.8824892808816935,5.800871893730153,7.709124740192479,9.599197589495322,11.426317028523304,13.026807203066845,14.112978166561918,14.617114922175524,14.791180393458106,14.844505564698196,14.858682908061425,1
MT482131.1,1.9571290424197227,3.8824804104380988,5.800919627568398,7.709129730975574,9.599197539267932,11.42620488404951,13.026557874542013,14.112699690011455,14.616383375203807,14.790092136114852,14.843266149224059,14.85732264194949,1
MT482132.1,1.9571181771908277,3.882463045255847,5.800873451947978,7.709102621790332,9.599147316805569,11.426237924563287,13.026771301920395,14.113089118384927,14.617325370439195,14.791519896434,14.844830774608202,14.859071320064439,1
MT482138.1,1.9569477000835824,3.8820317686206476,5.800210005726273,7.708374369552188,9.59852671841774,11.42636672075432,13.026220509476495,14.11157346753849,14.615540841197124,14.78969809601838,14.843081961110606,14.857437851757426,1
MT482140.1,1.9570834872914007,3.8824056908600126,5.8008000808483855,7.709072310824863,9.59910790393874,11.426125408609204,13.026322882140045,14.111695421922406,14.61553788741501,14.7896365452711,14.842886564156675,14.85707960227844,1
MT482144.1,1.9571943564567484,3.882798690202496,5.801384070231558,7.709828773315786,9.600205466783438,11.427637395256028,13.028040189034463,14.113762604185078,14.61776279566997,14.79139985589759,14.844652656543682,14.858828574816975,1
MT482145.1,1.9572392928693545,3.882870210623613,5.801426274029348,7.709884753477692,9.600288190026982,11.42771096412179,13.028109483443206,14.114102491463044,14.618144243638485,14.791704697816806,14.84494679523148,14.859119864223384,1
MT482147.1,1.956826706746052,3.8818153773696618,5.799872649188563,7.707964034717059,9.598066707242076,11.425938770834694,13.025351553629037,14.109991116909256,14.613509621694467,14.787881515724251,14.841321169421127,14.855628116409257,1
MT079843.1,1.9570901508612464,3.882318354471856,5.80057146336896,7.708913927155808,9.599265840414876,11.427271587165333,13.026932849219055,14.113465446781484,14.617517016705012,14.791100269184724,14.844179146054554,14.858458077429185,1
MT079844.1,1.9570524244262757,3.8822988496205104,5.800534476983559,7.708788387097509,9.599206858238967,11.427148540668778,13.026717971242947,14.113177970454073,14.617058472871118,14.790712385575421,14.843933912895672,14.858215231983463,1
MT079845.1,1.9572460926389543,3.8831325315069933,5.801924921973562,7.7107862074355795,9.601538824140674,11.429183040385745,13.03007371194612,14.117538645160785,14.622287122986142,14.796179828146643,14.849480368340107,14.863675736599015,1
MT079846.1,1.9572471283266224,3.88264977918394,5.800933109318741,7.709190299664771,9.599465259074512,11.426546815951054,13.026778415069009,14.114741923598395,14.61935760903687,14.793610832533126,14.847004088983068,14.861157244943454,1
MT079847.1,1.9572005624826208,3.8825673999954575,5.800848968694185,7.7090699071167235,9.599201547488784,11.426199304566538,13.026202722151039,14.113378393884046,14.617887405655624,14.791970239437706,14.84541891908675,14.859653742098574,1
MT079848.1,1.9572275611350811,3.8826528330912913,5.800973227605724,7.709284005697018,9.599430264318915,11.42637500154335,13.026467335055509,14.113732726351463,14.618365574281535,14.79257738068134,14.845877839070097,14.860041892849743,1
MT079849.1,1.957058548398117,3.8822649644333698,5.800465540305742,7.708773925950919,9.599291025775152,11.427373589651962,13.027230647326215,14.113651200722414,14.617053098346313,14.790541170866387,14.84363957805117,14.857923763468756,1
MT079850.1,1.9572688773733904,3.882729372029986,5.801106031943959,7.709462000276072,9.599777119343145,11.42693974356653,13.02706319726776,14.114271924622498,14.618782442844902,14.792831212576322,14.84612275080863,14.86028443406633,1
MT079851.1,1.9571754393283465,3.8825182877190354,5.800832538444602,7.709234385385921,9.599543103042894,11.427529271659775,13.028407816448974,14.116253309851498,14.621554447519278,14.795700027613874,14.848955104257838,14.86338496993263,1
MT079852.1,1.9573866977741112,3.883011422406016,5.801692913394693,7.710301759850116,9.600803109954915,11.428373368234912,13.028624865830533,14.116037727760256,14.6200425106323,14.793562593867787,14.84648352217754,14.860575429707891,1
MT079853.1,1.9571451968064908,3.881984861298149,5.799664159620469,7.70728092836425,9.59651548136113,11.422026814723434,13.020165469182794,14.104640484220802,14.607037752545994,14.780076614883528,14.833065347572264,14.84703993047017,1
MT079854.1,1.95740732196293,3.8830642597435983,5.801740497063394,7.710350106571107,9.600915341350015,11.428638294109184,13.029574180499067,14.116683597160199,14.620381732698732,14.79380006704046,14.846777288139515,14.860866366666524,1
MT472621.1,1.9570648514549025,3.882297571975049,5.800573750531722,7.7087845738562155,9.598800161041002,11.426353976708276,13.027236958591494,14.11357034180159,14.618010140385573,14.792545018623187,14.845841904103413,14.860138914226162,1
MT472623.1,1.9571425948188448,3.882491347953631,5.800787839316545,7.7091226055804345,9.599468372695547,11.42713849670922,13.02755489083761,14.11419251239584,14.618771835756204,14.792678918800604,14.845841904103413,14.860138914226162,1
MT472626.1,1.9570715059311723,3.8823163641612655,5.800593231019146,7.708793887570517,9.598914341033856,11.426541347613846,13.027570475510487,14.113948056028045,14.618420686763914,14.79254501862319,14.845841904103413,14.860138914226162,1
MT472627.1,1.957115627628616,3.8823909294563874,5.8006825853362285,7.7089028548170075,9.599039706960284,11.426661301425035,13.027536090461615,14.113889969417373,14.618303200822814,14.792478068534482,14.845841904103413,14.860138914226162,1
MT474129.1,1.9572198196692903,3.882654834683459,5.8010262406727575,7.709394462703051,9.599672683344341,11.42695790693366,13.027580314195115,14.114346833956056,14.618777443995409,14.792482711615227,14.845498949733827,14.85979931085524,1
MT474135.1,1.9571577908193405,3.882520272669799,5.800930915310081,7.709244500506731,9.59940710641072,11.426779787427675,13.027578445016465,14.113694677154118,14.617737966620025,14.791806297523769,14.845044828149968,14.859216947616193,1
MT474136.1,1.9571198205070928,3.882383741638437,5.800666201504563,7.708789227122568,9.598676392715392,11.425803533755893,13.026763715957971,14.113298400752205,14.617552554329615,14.792062490300049,14.84548589383727,14.859653742098574,1
MT474137.1,1.9569146625592373,3.881982220419035,5.800100869975609,7.708184576454985,9.598305687922522,11.42609916792758,13.026103132247414,14.111659166208488,14.615747146786113,14.790137079465875,14.8434433214868,14.857796332679946,1
MT474138.1,1.9568606739638883,3.8819620886360586,5.800162987875571,7.70838507445736,9.598498832020578,11.426234006893644,13.026198132695875,14.111656269309494,14.615964269260207,14.789869440377188,14.84324258545468,14.857662504181164,1
MT476385.1,1.956906298193464,3.8819460000731167,5.799993710652593,7.708054380717622,9.598033049096294,11.425512566593227,13.025024358763066,14.110814394810731,14.615154570785569,14.789636629845095,14.843248569127129,14.857826594216723,1
MT358638.1,1.9569767142231407,3.882147609444245,5.800317764598222,7.708559760887704,9.598849140352778,11.4265265078194,13.026375356853302,14.112517152865035,14.616745252296793,14.790490333017678,14.843456705816806,14.857875179654766,1
MT358639.1,1.9569261847312234,3.881981946451978,5.800037382381783,7.7081056317537415,9.598105730764207,11.425584340903725,13.025350165725241,14.111224936530895,14.615529379557351,14.789821302442984,14.843364547535534,14.857875179654766,1
MT358641.1,1.9570038246409818,3.8822172005925264,5.800423740752804,7.708687453622918,9.599063361718077,11.426958336284116,13.026718720546935,14.112182659956284,14.616076244101446,14.790022011615394,14.843389800521253,14.857875179654766,1
MT466071.1,1.9569704055545976,3.882151445445608,5.800327605521102,7.708590245264071,9.598914315226775,11.426803331754645,13.026500814773252,14.112520493294186,14.616519298541913,14.79035652690274,14.843523611112358,14.857875179654766,1
MT466583.1,1.9572125185489089,3.882606732421712,5.8010246355337145,7.709259185038019,9.599297922444604,11.426285778418622,13.026419765797947,14.112639050099828,14.616764606733902,14.790833943246069,14.844193347465351,14.858440097433991,1
MT467237.1,1.9571404619910744,3.8825216370291225,5.800923360367267,7.709152054719937,9.599153744252144,11.426228795656696,13.026535464983194,14.111911782743807,14.615114785239882,14.789030618892706,14.842154997508748,14.856155677915886,1
MT467238.1,1.9572217374380958,3.882621191341377,5.800992084564746,7.709163631935032,9.599164295348778,11.426025160846544,13.025783549483096,14.111401815657587,14.614888050294189,14.788803876336152,14.842020724262696,14.856155677915886,1
MT467241.1,1.9571440483889868,3.8825216984324022,5.800889960027272,7.7090545102908985,9.599024465224637,11.425998319085606,13.026065325533756,14.111764560463,14.615181917355885,14.788871010705593,14.842087860885725,14.856155677915886,1
MT467242.1,1.9572455696180504,3.882656175603755,5.8010344417350295,7.709226906496372,9.599243375799352,11.426185895764638,13.02617395496857,14.111420894804704,14.614820918178186,14.788803876336152,14.842020724262696,14.856155677915886,1
MT467243.1,1.9570149081206576,3.88236233836691,5.80076914686677,7.708945202181924,9.598822511721023,11.425839312775825,13.026200354809706,14.111527729460306,14.614451035323446,14.788871010705593,14.84208786088572,14.856155677915886,1
MT467244.1,1.9572658168510997,3.8827057722879728,5.8011395951102305,7.7094096554474545,9.59947720857348,11.426471052354364,13.026288104950016,14.111650974117708,14.614955182410196,14.788803876336152,14.842020724262696,14.856155677915886,1
MT467245.1,1.9570862088573648,3.882426768270858,5.800810566622458,7.708971819558526,9.598858253643039,11.425646057020952,13.025774197747225,14.111314012414715,14.614703108866816,14.789072413813916,14.84208786088572,14.856155677915886,1
MT467246.1,1.9571806812777623,3.8825372722173888,5.8009671562960845,7.709181230439363,9.599150676213574,11.42612707762025,13.026146375986206,14.111608842973766,14.61485232314234,14.788989043626994,14.842136975460614,14.85620432026843,1
