nameseq,AB.1,AD.1,ASSD.1,MAXD.1,MIND.1,AS.1,APL.1,TALU.1,TU.1,NE.1,MOT3.1,MOT4.1,AB.2,AD.2,ASSD.2,MAXD.2,MIND.2,AS.2,APL.2,TALU.2,TU.2,NE.2,MOT3.2,MOT4.2,AB.3,AD.3,ASSD.3,MAXD.3,MIND.3,AS.3,APL.3,TALU.3,TU.3,NE.3,MOT3.3,MOT4.3,AB.4,AD.4,ASSD.4,MAXD.4,MIND.4,AS.4,APL.4,TALU.4,TU.4,NE.4,MOT3.4,MOT4.4,AB.5,AD.5,ASSD.5,MAXD.5,MIND.5,AS.5,APL.5,TALU.5,TU.5,NE.5,MOT3.5,MOT4.5,AB.6,AD.6,ASSD.6,MAXD.6,MIND.6,AS.6,APL.6,TALU.6,TU.6,NE.6,MOT3.6,MOT4.6,AB.7,AD.7,ASSD.7,MAXD.7,MIND.7,AS.7,APL.7,TALU.7,TU.7,NE.7,MOT3.7,MOT4.7,AB.8,AD.8,ASSD.8,MAXD.8,MIND.8,AS.8,APL.8,TALU.8,TU.8,NE.8,MOT3.8,MOT4.8,AB.9,AD.9,ASSD.9,MAXD.9,MIND.9,AS.9,APL.9,TALU.9,TU.9,NE.9,MOT3.9,MOT4.9,AB.10,AD.10,ASSD.10,MAXD.10,MIND.10,AS.10,APL.10,TALU.10,TU.10,NE.10,MOT3.10,MOT4.10,label
MT451188.1,41.62499999999995,931.2812499999997,0.4994904063731449,2014.0,148.0,465.84776445576887,2.321428571428572,0.11339285714285713,0.10144927536231883,29801.0,1544.0,10844.0,41.62499999999995,931.2812499999997,0.4994904063731449,2014.0,148.0,465.84776445576887,2.321428571428572,0.11339285714285713,0.10144927536231883,29801.0,1544.0,10844.0,41.62499999999995,931.2812499999997,0.4994904063731449,2014.0,148.0,465.84776445576887,2.321428571428572,0.11339285714285713,0.10144927536231883,29801.0,1544.0,10844.0,41.62499999999995,931.2812499999997,0.4994904063731449,2014.0,148.0,465.84776445576887,2.321428571428572,0.11339285714285713,0.10144927536231883,29801.0,1544.0,10844.0,41.62499999999995,931.2812499999997,0.4994904063731449,2014.0,148.0,465.84776445576887,2.321428571428572,0.11339285714285713,0.10144927536231883,29801.0,1544.0,10844.0,41.62499999999995,931.2812499999997,0.4994904063731449,2014.0,148.0,465.84776445576887,2.321428571428572,0.11339285714285713,0.10144927536231883,29801.0,1544.0,10844.0,41.62499999999995,931.2812499999997,0.4994904063731449,2014.0,148.0,465.84776445576887,2.321428571428572,0.11339285714285713,0.10144927536231883,29801.0,1544.0,10844.0,41.62499999999995,931.2812499999997,0.4994904063731449,2014.0,148.0,465.84776445576887,2.321428571428572,0.11339285714285713,0.10144927536231883,29801.0,1544.0,10844.0,41.62499999999995,931.2812499999997,0.4994904063731449,2014.0,148.0,465.84776445576887,2.321428571428572,0.11339285714285713,0.10144927536231883,29801.0,1544.0,10844.0,41.62499999999995,931.2812499999997,0.4994904063731449,2014.0,148.0,465.84776445576887,2.321428571428572,0.11339285714285713,0.10144927536231883,29801.0,1544.0,10844.0,1
MT451195.1,41.624999999999964,931.0624999999997,0.4996842791716048,2010.0,148.0,465.7305039867477,2.321428571428572,0.11339285714285713,0.10144927536231883,29794.0,1544.0,10844.0,41.624999999999964,931.0624999999997,0.4996842791716048,2010.0,148.0,465.7305039867477,2.321428571428572,0.11339285714285713,0.10144927536231883,29794.0,1544.0,10844.0,41.624999999999964,931.0624999999997,0.4996842791716048,2010.0,148.0,465.7305039867477,2.321428571428572,0.11339285714285713,0.10144927536231883,29794.0,1544.0,10844.0,41.624999999999964,931.0624999999997,0.4996842791716048,2010.0,148.0,465.7305039867477,2.321428571428572,0.11339285714285713,0.10144927536231883,29794.0,1544.0,10844.0,41.624999999999964,931.0624999999997,0.4996842791716048,2010.0,148.0,465.7305039867477,2.321428571428572,0.11339285714285713,0.10144927536231883,29794.0,1544.0,10844.0,41.624999999999964,931.0624999999997,0.4996842791716048,2010.0,148.0,465.7305039867477,2.321428571428572,0.11339285714285713,0.10144927536231883,29794.0,1544.0,10844.0,41.624999999999964,931.0624999999997,0.4996842791716048,2010.0,148.0,465.7305039867477,2.321428571428572,0.11339285714285713,0.10144927536231883,29794.0,1544.0,10844.0,41.624999999999964,931.0624999999997,0.4996842791716048,2010.0,148.0,465.7305039867477,2.321428571428572,0.11339285714285713,0.10144927536231883,29794.0,1544.0,10844.0,41.624999999999964,931.0624999999997,0.4996842791716048,2010.0,148.0,465.7305039867477,2.321428571428572,0.11339285714285713,0.10144927536231883,29794.0,1544.0,10844.0,41.624999999999964,931.0624999999997,0.4996842791716048,2010.0,148.0,465.7305039867477,2.321428571428572,0.11339285714285713,0.10144927536231883,29794.0,1544.0,10844.0,1
MT451201.1,41.624999999999964,931.5625,0.4992577101374021,2012.0,148.0,466.0285290019808,2.321428571428572,0.11339285714285713,0.10144927536231883,29810.0,1544.0,10844.0,41.624999999999964,931.5625,0.4992577101374021,2012.0,148.0,466.0285290019808,2.321428571428572,0.11339285714285713,0.10144927536231883,29810.0,1544.0,10844.0,41.624999999999964,931.5625,0.4992577101374021,2012.0,148.0,466.0285290019808,2.321428571428572,0.11339285714285713,0.10144927536231883,29810.0,1544.0,10844.0,41.624999999999964,931.5625,0.4992577101374021,2012.0,148.0,466.0285290019808,2.321428571428572,0.11339285714285713,0.10144927536231883,29810.0,1544.0,10844.0,41.624999999999964,931.5625,0.4992577101374021,2012.0,148.0,466.0285290019808,2.321428571428572,0.11339285714285713,0.10144927536231883,29810.0,1544.0,10844.0,41.624999999999964,931.5625,0.4992577101374021,2012.0,148.0,466.0285290019808,2.321428571428572,0.11339285714285713,0.10144927536231883,29810.0,1544.0,10844.0,41.624999999999964,931.5625,0.4992577101374021,2012.0,148.0,466.0285290019808,2.321428571428572,0.11339285714285713,0.10144927536231883,29810.0,1544.0,10844.0,41.624999999999964,931.5625,0.4992577101374021,2012.0,148.0,466.0285290019808,2.321428571428572,0.11339285714285713,0.10144927536231883,29810.0,1544.0,10844.0,41.624999999999964,931.5625,0.4992577101374021,2012.0,148.0,466.0285290019808,2.321428571428572,0.11339285714285713,0.10144927536231883,29810.0,1544.0,10844.0,41.624999999999964,931.5625,0.4992577101374021,2012.0,148.0,466.0285290019808,2.321428571428572,0.11339285714285713,0.10144927536231883,29810.0,1544.0,10844.0,1
MT451202.1,41.624999999999964,931.4062499999994,0.498905362056484,2008.0,148.0,465.75502274364953,2.321428571428572,0.11339285714285713,0.10144927536231883,29805.0,1544.0,10844.0,41.624999999999964,931.4062499999994,0.498905362056484,2008.0,148.0,465.75502274364953,2.321428571428572,0.11339285714285713,0.10144927536231883,29805.0,1544.0,10844.0,41.624999999999964,931.4062499999994,0.498905362056484,2008.0,148.0,465.75502274364953,2.321428571428572,0.11339285714285713,0.10144927536231883,29805.0,1544.0,10844.0,41.624999999999964,931.4062499999994,0.498905362056484,2008.0,148.0,465.75502274364953,2.321428571428572,0.11339285714285713,0.10144927536231883,29805.0,1544.0,10844.0,41.624999999999964,931.4062499999994,0.498905362056484,2008.0,148.0,465.75502274364953,2.321428571428572,0.11339285714285713,0.10144927536231883,29805.0,1544.0,10844.0,41.624999999999964,931.4062499999994,0.498905362056484,2008.0,148.0,465.75502274364953,2.321428571428572,0.11339285714285713,0.10144927536231883,29805.0,1544.0,10844.0,41.624999999999964,931.4062499999994,0.498905362056484,2008.0,148.0,465.75502274364953,2.321428571428572,0.11339285714285713,0.10144927536231883,29805.0,1544.0,10844.0,41.624999999999964,931.4062499999994,0.498905362056484,2008.0,148.0,465.75502274364953,2.321428571428572,0.11339285714285713,0.10144927536231883,29805.0,1544.0,10844.0,41.624999999999964,931.4062499999994,0.498905362056484,2008.0,148.0,465.75502274364953,2.321428571428572,0.11339285714285713,0.10144927536231883,29805.0,1544.0,10844.0,41.624999999999964,931.4062499999994,0.498905362056484,2008.0,148.0,465.75502274364953,2.321428571428572,0.11339285714285713,0.10144927536231883,29805.0,1544.0,10844.0,1
MT451203.1,41.624999999999964,931.3125,0.4988957907694048,2008.0,148.0,465.7104745372923,2.321428571428572,0.11339285714285713,0.10144927536231883,29802.0,1544.0,10844.0,41.624999999999964,931.3125,0.4988957907694048,2008.0,148.0,465.7104745372923,2.321428571428572,0.11339285714285713,0.10144927536231883,29802.0,1544.0,10844.0,41.624999999999964,931.3125,0.4988957907694048,2008.0,148.0,465.7104745372923,2.321428571428572,0.11339285714285713,0.10144927536231883,29802.0,1544.0,10844.0,41.624999999999964,931.3125,0.4988957907694048,2008.0,148.0,465.7104745372923,2.321428571428572,0.11339285714285713,0.10144927536231883,29802.0,1544.0,10844.0,41.624999999999964,931.3125,0.4988957907694048,2008.0,148.0,465.7104745372923,2.321428571428572,0.11339285714285713,0.10144927536231883,29802.0,1544.0,10844.0,41.624999999999964,931.3125,0.4988957907694048,2008.0,148.0,465.7104745372923,2.321428571428572,0.11339285714285713,0.10144927536231883,29802.0,1544.0,10844.0,41.624999999999964,931.3125,0.4988957907694048,2008.0,148.0,465.7104745372923,2.321428571428572,0.11339285714285713,0.10144927536231883,29802.0,1544.0,10844.0,41.624999999999964,931.3125,0.4988957907694048,2008.0,148.0,465.7104745372923,2.321428571428572,0.11339285714285713,0.10144927536231883,29802.0,1544.0,10844.0,41.624999999999964,931.3125,0.4988957907694048,2008.0,148.0,465.7104745372923,2.321428571428572,0.11339285714285713,0.10144927536231883,29802.0,1544.0,10844.0,41.624999999999964,931.3125,0.4988957907694048,2008.0,148.0,465.7104745372923,2.321428571428572,0.11339285714285713,0.10144927536231883,29802.0,1544.0,10844.0,1
MT451207.1,41.62499999999999,931.40625,0.4988751373976753,2008.0,148.0,465.904755514405,2.321428571428572,0.11339285714285713,0.10144927536231883,29805.0,1544.0,10844.0,41.62499999999999,931.40625,0.4988751373976753,2008.0,148.0,465.904755514405,2.321428571428572,0.11339285714285713,0.10144927536231883,29805.0,1544.0,10844.0,41.62499999999999,931.40625,0.4988751373976753,2008.0,148.0,465.904755514405,2.321428571428572,0.11339285714285713,0.10144927536231883,29805.0,1544.0,10844.0,41.62499999999999,931.40625,0.4988751373976753,2008.0,148.0,465.904755514405,2.321428571428572,0.11339285714285713,0.10144927536231883,29805.0,1544.0,10844.0,41.62499999999999,931.40625,0.4988751373976753,2008.0,148.0,465.904755514405,2.321428571428572,0.11339285714285713,0.10144927536231883,29805.0,1544.0,10844.0,41.62499999999999,931.40625,0.4988751373976753,2008.0,148.0,465.904755514405,2.321428571428572,0.11339285714285713,0.10144927536231883,29805.0,1544.0,10844.0,41.62499999999999,931.40625,0.4988751373976753,2008.0,148.0,465.904755514405,2.321428571428572,0.11339285714285713,0.10144927536231883,29805.0,1544.0,10844.0,41.62499999999999,931.40625,0.4988751373976753,2008.0,148.0,465.904755514405,2.321428571428572,0.11339285714285713,0.10144927536231883,29805.0,1544.0,10844.0,41.62499999999999,931.40625,0.4988751373976753,2008.0,148.0,465.904755514405,2.321428571428572,0.11339285714285713,0.10144927536231883,29805.0,1544.0,10844.0,41.62499999999999,931.40625,0.4988751373976753,2008.0,148.0,465.904755514405,2.321428571428572,0.11339285714285713,0.10144927536231883,29805.0,1544.0,10844.0,1
MT451209.1,41.625,931.3125000000003,0.4984783901116462,2004.0,148.0,465.41063437973776,2.321428571428572,0.11339285714285713,0.10144927536231883,29802.0,1544.0,10844.0,41.625,931.3125000000003,0.4984783901116462,2004.0,148.0,465.41063437973776,2.321428571428572,0.11339285714285713,0.10144927536231883,29802.0,1544.0,10844.0,41.625,931.3125000000003,0.4984783901116462,2004.0,148.0,465.41063437973776,2.321428571428572,0.11339285714285713,0.10144927536231883,29802.0,1544.0,10844.0,41.625,931.3125000000003,0.4984783901116462,2004.0,148.0,465.41063437973776,2.321428571428572,0.11339285714285713,0.10144927536231883,29802.0,1544.0,10844.0,41.625,931.3125000000003,0.4984783901116462,2004.0,148.0,465.41063437973776,2.321428571428572,0.11339285714285713,0.10144927536231883,29802.0,1544.0,10844.0,41.625,931.3125000000003,0.4984783901116462,2004.0,148.0,465.41063437973776,2.321428571428572,0.11339285714285713,0.10144927536231883,29802.0,1544.0,10844.0,41.625,931.3125000000003,0.4984783901116462,2004.0,148.0,465.41063437973776,2.321428571428572,0.11339285714285713,0.10144927536231883,29802.0,1544.0,10844.0,41.625,931.3125000000003,0.4984783901116462,2004.0,148.0,465.41063437973776,2.321428571428572,0.11339285714285713,0.10144927536231883,29802.0,1544.0,10844.0,41.625,931.3125000000003,0.4984783901116462,2004.0,148.0,465.41063437973776,2.321428571428572,0.11339285714285713,0.10144927536231883,29802.0,1544.0,10844.0,41.625,931.3125000000003,0.4984783901116462,2004.0,148.0,465.41063437973776,2.321428571428572,0.11339285714285713,0.10144927536231883,29802.0,1544.0,10844.0,1
MT451210.1,41.624999999999964,932.375,0.4995108353451618,2012.0,148.0,465.9430122075016,2.321428571428572,0.11339285714285713,0.10144927536231883,29836.0,1544.0,10844.0,41.624999999999964,932.375,0.4995108353451618,2012.0,148.0,465.9430122075016,2.321428571428572,0.11339285714285713,0.10144927536231883,29836.0,1544.0,10844.0,41.624999999999964,932.375,0.4995108353451618,2012.0,148.0,465.9430122075016,2.321428571428572,0.11339285714285713,0.10144927536231883,29836.0,1544.0,10844.0,41.624999999999964,932.375,0.4995108353451618,2012.0,148.0,465.9430122075016,2.321428571428572,0.11339285714285713,0.10144927536231883,29836.0,1544.0,10844.0,41.624999999999964,932.375,0.4995108353451618,2012.0,148.0,465.9430122075016,2.321428571428572,0.11339285714285713,0.10144927536231883,29836.0,1544.0,10844.0,41.624999999999964,932.375,0.4995108353451618,2012.0,148.0,465.9430122075016,2.321428571428572,0.11339285714285713,0.10144927536231883,29836.0,1544.0,10844.0,41.624999999999964,932.375,0.4995108353451618,2012.0,148.0,465.9430122075016,2.321428571428572,0.11339285714285713,0.10144927536231883,29836.0,1544.0,10844.0,41.624999999999964,932.375,0.4995108353451618,2012.0,148.0,465.9430122075016,2.321428571428572,0.11339285714285713,0.10144927536231883,29836.0,1544.0,10844.0,41.624999999999964,932.375,0.4995108353451618,2012.0,148.0,465.9430122075016,2.321428571428572,0.11339285714285713,0.10144927536231883,29836.0,1544.0,10844.0,41.624999999999964,932.375,0.4995108353451618,2012.0,148.0,465.9430122075016,2.321428571428572,0.11339285714285713,0.10144927536231883,29836.0,1544.0,10844.0,1
MT451211.1,41.62499999999999,931.5625,0.4997637659885151,2012.0,150.0,465.6434014820247,2.321428571428572,0.11339285714285713,0.10144927536231883,29810.0,1544.0,10844.0,41.62499999999999,931.5625,0.4997637659885151,2012.0,150.0,465.6434014820247,2.321428571428572,0.11339285714285713,0.10144927536231883,29810.0,1544.0,10844.0,41.62499999999999,931.5625,0.4997637659885151,2012.0,150.0,465.6434014820247,2.321428571428572,0.11339285714285713,0.10144927536231883,29810.0,1544.0,10844.0,41.62499999999999,931.5625,0.4997637659885151,2012.0,150.0,465.6434014820247,2.321428571428572,0.11339285714285713,0.10144927536231883,29810.0,1544.0,10844.0,41.62499999999999,931.5625,0.4997637659885151,2012.0,150.0,465.6434014820247,2.321428571428572,0.11339285714285713,0.10144927536231883,29810.0,1544.0,10844.0,41.62499999999999,931.5625,0.4997637659885151,2012.0,150.0,465.6434014820247,2.321428571428572,0.11339285714285713,0.10144927536231883,29810.0,1544.0,10844.0,41.62499999999999,931.5625,0.4997637659885151,2012.0,150.0,465.6434014820247,2.321428571428572,0.11339285714285713,0.10144927536231883,29810.0,1544.0,10844.0,41.62499999999999,931.5625,0.4997637659885151,2012.0,150.0,465.6434014820247,2.321428571428572,0.11339285714285713,0.10144927536231883,29810.0,1544.0,10844.0,41.62499999999999,931.5625,0.4997637659885151,2012.0,150.0,465.6434014820247,2.321428571428572,0.11339285714285713,0.10144927536231883,29810.0,1544.0,10844.0,41.62499999999999,931.5625,0.4997637659885151,2012.0,150.0,465.6434014820247,2.321428571428572,0.11339285714285713,0.10144927536231883,29810.0,1544.0,10844.0,1
MT451212.1,41.62500000000001,931.125,0.4991508844284766,2008.0,148.0,465.4448980545388,2.321428571428572,0.11339285714285713,0.10144927536231883,29796.0,1544.0,10844.0,41.62500000000001,931.125,0.4991508844284766,2008.0,148.0,465.4448980545388,2.321428571428572,0.11339285714285713,0.10144927536231883,29796.0,1544.0,10844.0,41.62500000000001,931.125,0.4991508844284766,2008.0,148.0,465.4448980545388,2.321428571428572,0.11339285714285713,0.10144927536231883,29796.0,1544.0,10844.0,41.62500000000001,931.125,0.4991508844284766,2008.0,148.0,465.4448980545388,2.321428571428572,0.11339285714285713,0.10144927536231883,29796.0,1544.0,10844.0,41.62500000000001,931.125,0.4991508844284766,2008.0,148.0,465.4448980545388,2.321428571428572,0.11339285714285713,0.10144927536231883,29796.0,1544.0,10844.0,41.62500000000001,931.125,0.4991508844284766,2008.0,148.0,465.4448980545388,2.321428571428572,0.11339285714285713,0.10144927536231883,29796.0,1544.0,10844.0,41.62500000000001,931.125,0.4991508844284766,2008.0,148.0,465.4448980545388,2.321428571428572,0.11339285714285713,0.10144927536231883,29796.0,1544.0,10844.0,41.62500000000001,931.125,0.4991508844284766,2008.0,148.0,465.4448980545388,2.321428571428572,0.11339285714285713,0.10144927536231883,29796.0,1544.0,10844.0,41.62500000000001,931.125,0.4991508844284766,2008.0,148.0,465.4448980545388,2.321428571428572,0.11339285714285713,0.10144927536231883,29796.0,1544.0,10844.0,41.62500000000001,931.125,0.4991508844284766,2008.0,148.0,465.4448980545388,2.321428571428572,0.11339285714285713,0.10144927536231883,29796.0,1544.0,10844.0,1
MT451213.1,41.62499999999999,931.21875,0.4994651505935237,2010.0,148.0,465.5781845173134,2.321428571428572,0.11339285714285713,0.10144927536231883,29799.0,1544.0,10844.0,41.62499999999999,931.21875,0.4994651505935237,2010.0,148.0,465.5781845173134,2.321428571428572,0.11339285714285713,0.10144927536231883,29799.0,1544.0,10844.0,41.62499999999999,931.21875,0.4994651505935237,2010.0,148.0,465.5781845173134,2.321428571428572,0.11339285714285713,0.10144927536231883,29799.0,1544.0,10844.0,41.62499999999999,931.21875,0.4994651505935237,2010.0,148.0,465.5781845173134,2.321428571428572,0.11339285714285713,0.10144927536231883,29799.0,1544.0,10844.0,41.62499999999999,931.21875,0.4994651505935237,2010.0,148.0,465.5781845173134,2.321428571428572,0.11339285714285713,0.10144927536231883,29799.0,1544.0,10844.0,41.62499999999999,931.21875,0.4994651505935237,2010.0,148.0,465.5781845173134,2.321428571428572,0.11339285714285713,0.10144927536231883,29799.0,1544.0,10844.0,41.62499999999999,931.21875,0.4994651505935237,2010.0,148.0,465.5781845173134,2.321428571428572,0.11339285714285713,0.10144927536231883,29799.0,1544.0,10844.0,41.62499999999999,931.21875,0.4994651505935237,2010.0,148.0,465.5781845173134,2.321428571428572,0.11339285714285713,0.10144927536231883,29799.0,1544.0,10844.0,41.62499999999999,931.21875,0.4994651505935237,2010.0,148.0,465.5781845173134,2.321428571428572,0.11339285714285713,0.10144927536231883,29799.0,1544.0,10844.0,41.62499999999999,931.21875,0.4994651505935237,2010.0,148.0,465.5781845173134,2.321428571428572,0.11339285714285713,0.10144927536231883,29799.0,1544.0,10844.0,1
MT451216.1,41.625,931.34375,0.4987956793905078,2008.0,148.0,465.5911302698297,2.321428571428572,0.11339285714285713,0.10144927536231883,29803.0,1544.0,10844.0,41.625,931.34375,0.4987956793905078,2008.0,148.0,465.5911302698297,2.321428571428572,0.11339285714285713,0.10144927536231883,29803.0,1544.0,10844.0,41.625,931.34375,0.4987956793905078,2008.0,148.0,465.5911302698297,2.321428571428572,0.11339285714285713,0.10144927536231883,29803.0,1544.0,10844.0,41.625,931.34375,0.4987956793905078,2008.0,148.0,465.5911302698297,2.321428571428572,0.11339285714285713,0.10144927536231883,29803.0,1544.0,10844.0,41.625,931.34375,0.4987956793905078,2008.0,148.0,465.5911302698297,2.321428571428572,0.11339285714285713,0.10144927536231883,29803.0,1544.0,10844.0,41.625,931.34375,0.4987956793905078,2008.0,148.0,465.5911302698297,2.321428571428572,0.11339285714285713,0.10144927536231883,29803.0,1544.0,10844.0,41.625,931.34375,0.4987956793905078,2008.0,148.0,465.5911302698297,2.321428571428572,0.11339285714285713,0.10144927536231883,29803.0,1544.0,10844.0,41.625,931.34375,0.4987956793905078,2008.0,148.0,465.5911302698297,2.321428571428572,0.11339285714285713,0.10144927536231883,29803.0,1544.0,10844.0,41.625,931.34375,0.4987956793905078,2008.0,148.0,465.5911302698297,2.321428571428572,0.11339285714285713,0.10144927536231883,29803.0,1544.0,10844.0,41.625,931.34375,0.4987956793905078,2008.0,148.0,465.5911302698297,2.321428571428572,0.11339285714285713,0.10144927536231883,29803.0,1544.0,10844.0,1
MT451218.1,41.625000000000014,932.1875,0.4998471865348108,2010.0,148.0,465.90288268452485,2.321428571428572,0.11339285714285713,0.10144927536231883,29830.0,1544.0,10844.0,41.625000000000014,932.1875,0.4998471865348108,2010.0,148.0,465.90288268452485,2.321428571428572,0.11339285714285713,0.10144927536231883,29830.0,1544.0,10844.0,41.625000000000014,932.1875,0.4998471865348108,2010.0,148.0,465.90288268452485,2.321428571428572,0.11339285714285713,0.10144927536231883,29830.0,1544.0,10844.0,41.625000000000014,932.1875,0.4998471865348108,2010.0,148.0,465.90288268452485,2.321428571428572,0.11339285714285713,0.10144927536231883,29830.0,1544.0,10844.0,41.625000000000014,932.1875,0.4998471865348108,2010.0,148.0,465.90288268452485,2.321428571428572,0.11339285714285713,0.10144927536231883,29830.0,1544.0,10844.0,41.625000000000014,932.1875,0.4998471865348108,2010.0,148.0,465.90288268452485,2.321428571428572,0.11339285714285713,0.10144927536231883,29830.0,1544.0,10844.0,41.625000000000014,932.1875,0.4998471865348108,2010.0,148.0,465.90288268452485,2.321428571428572,0.11339285714285713,0.10144927536231883,29830.0,1544.0,10844.0,41.625000000000014,932.1875,0.4998471865348108,2010.0,148.0,465.90288268452485,2.321428571428572,0.11339285714285713,0.10144927536231883,29830.0,1544.0,10844.0,41.625000000000014,932.1875,0.4998471865348108,2010.0,148.0,465.90288268452485,2.321428571428572,0.11339285714285713,0.10144927536231883,29830.0,1544.0,10844.0,41.625000000000014,932.1875,0.4998471865348108,2010.0,148.0,465.90288268452485,2.321428571428572,0.11339285714285713,0.10144927536231883,29830.0,1544.0,10844.0,1
MT451219.1,41.625000000000014,931.875,0.4992782621244857,2008.0,148.0,465.39057857352464,2.321428571428572,0.11339285714285713,0.10144927536231883,29820.0,1544.0,10844.0,41.625000000000014,931.875,0.4992782621244857,2008.0,148.0,465.39057857352464,2.321428571428572,0.11339285714285713,0.10144927536231883,29820.0,1544.0,10844.0,41.625000000000014,931.875,0.4992782621244857,2008.0,148.0,465.39057857352464,2.321428571428572,0.11339285714285713,0.10144927536231883,29820.0,1544.0,10844.0,41.625000000000014,931.875,0.4992782621244857,2008.0,148.0,465.39057857352464,2.321428571428572,0.11339285714285713,0.10144927536231883,29820.0,1544.0,10844.0,41.625000000000014,931.875,0.4992782621244857,2008.0,148.0,465.39057857352464,2.321428571428572,0.11339285714285713,0.10144927536231883,29820.0,1544.0,10844.0,41.625000000000014,931.875,0.4992782621244857,2008.0,148.0,465.39057857352464,2.321428571428572,0.11339285714285713,0.10144927536231883,29820.0,1544.0,10844.0,41.625000000000014,931.875,0.4992782621244857,2008.0,148.0,465.39057857352464,2.321428571428572,0.11339285714285713,0.10144927536231883,29820.0,1544.0,10844.0,41.625000000000014,931.875,0.4992782621244857,2008.0,148.0,465.39057857352464,2.321428571428572,0.11339285714285713,0.10144927536231883,29820.0,1544.0,10844.0,41.625000000000014,931.875,0.4992782621244857,2008.0,148.0,465.39057857352464,2.321428571428572,0.11339285714285713,0.10144927536231883,29820.0,1544.0,10844.0,41.625000000000014,931.875,0.4992782621244857,2008.0,148.0,465.39057857352464,2.321428571428572,0.11339285714285713,0.10144927536231883,29820.0,1544.0,10844.0,1
MT451220.1,41.62499999999999,931.1875,0.4992299698735266,2008.0,148.0,465.1944443926109,2.321428571428572,0.11339285714285713,0.10144927536231883,29798.0,1544.0,10844.0,41.62499999999999,931.1875,0.4992299698735266,2008.0,148.0,465.1944443926109,2.321428571428572,0.11339285714285713,0.10144927536231883,29798.0,1544.0,10844.0,41.62499999999999,931.1875,0.4992299698735266,2008.0,148.0,465.1944443926109,2.321428571428572,0.11339285714285713,0.10144927536231883,29798.0,1544.0,10844.0,41.62499999999999,931.1875,0.4992299698735266,2008.0,148.0,465.1944443926109,2.321428571428572,0.11339285714285713,0.10144927536231883,29798.0,1544.0,10844.0,41.62499999999999,931.1875,0.4992299698735266,2008.0,148.0,465.1944443926109,2.321428571428572,0.11339285714285713,0.10144927536231883,29798.0,1544.0,10844.0,41.62499999999999,931.1875,0.4992299698735266,2008.0,148.0,465.1944443926109,2.321428571428572,0.11339285714285713,0.10144927536231883,29798.0,1544.0,10844.0,41.62499999999999,931.1875,0.4992299698735266,2008.0,148.0,465.1944443926109,2.321428571428572,0.11339285714285713,0.10144927536231883,29798.0,1544.0,10844.0,41.62499999999999,931.1875,0.4992299698735266,2008.0,148.0,465.1944443926109,2.321428571428572,0.11339285714285713,0.10144927536231883,29798.0,1544.0,10844.0,41.62499999999999,931.1875,0.4992299698735266,2008.0,148.0,465.1944443926109,2.321428571428572,0.11339285714285713,0.10144927536231883,29798.0,1544.0,10844.0,41.62499999999999,931.1875,0.4992299698735266,2008.0,148.0,465.1944443926109,2.321428571428572,0.11339285714285713,0.10144927536231883,29798.0,1544.0,10844.0,1
MT451225.1,41.624999999999964,931.28125,0.4989108003496709,2008.0,148.0,465.6783515995107,2.321428571428572,0.11339285714285713,0.10144927536231883,29801.0,1544.0,10844.0,41.624999999999964,931.28125,0.4989108003496709,2008.0,148.0,465.6783515995107,2.321428571428572,0.11339285714285713,0.10144927536231883,29801.0,1544.0,10844.0,41.624999999999964,931.28125,0.4989108003496709,2008.0,148.0,465.6783515995107,2.321428571428572,0.11339285714285713,0.10144927536231883,29801.0,1544.0,10844.0,41.624999999999964,931.28125,0.4989108003496709,2008.0,148.0,465.6783515995107,2.321428571428572,0.11339285714285713,0.10144927536231883,29801.0,1544.0,10844.0,41.624999999999964,931.28125,0.4989108003496709,2008.0,148.0,465.6783515995107,2.321428571428572,0.11339285714285713,0.10144927536231883,29801.0,1544.0,10844.0,41.624999999999964,931.28125,0.4989108003496709,2008.0,148.0,465.6783515995107,2.321428571428572,0.11339285714285713,0.10144927536231883,29801.0,1544.0,10844.0,41.624999999999964,931.28125,0.4989108003496709,2008.0,148.0,465.6783515995107,2.321428571428572,0.11339285714285713,0.10144927536231883,29801.0,1544.0,10844.0,41.624999999999964,931.28125,0.4989108003496709,2008.0,148.0,465.6783515995107,2.321428571428572,0.11339285714285713,0.10144927536231883,29801.0,1544.0,10844.0,41.624999999999964,931.28125,0.4989108003496709,2008.0,148.0,465.6783515995107,2.321428571428572,0.11339285714285713,0.10144927536231883,29801.0,1544.0,10844.0,41.624999999999964,931.28125,0.4989108003496709,2008.0,148.0,465.6783515995107,2.321428571428572,0.11339285714285713,0.10144927536231883,29801.0,1544.0,10844.0,1
